Nitrogen,phosphorous,Potassium,temperature,humidity,ph,label,Rainfall Mensuel (mm),Rainfall Annuel (mm),besoin_irrigation
79,42,37,24.87300744,82.84022551,6.587918707999999,rice,192.7,1248.0,0
78,43,42,21.32376327,83.00320459,7.283736617000001,rice,241.4,1853.5,0
75,54,36,26.29465461,84.56919326,7.023936392,rice,157.7,1562.2,0
97,36,45,22.2286982,81.85872947,6.939083505,rice,286.2,1511.4,0
67,47,44,26.73072391,81.78596776,7.868474653,rice,171.7,1836.3,0
73,35,38,24.88921174,81.97927117,5.005306977,rice,297.8,1514.7,0
77,36,37,26.88444878,81.46033732,6.136131869,rice,250.8,2190.1,0
81,41,38,22.67846116,83.72874389,7.5240800760000015,rice,185.6,2146.7,0
68,57,43,26.08867875,80.37979919,5.706943251,rice,205.2,2022.0,0
72,45,35,25.42977518,82.94682591,5.758506323,rice,245.0,1896.5,0
61,53,43,26.40323239,81.05635517,6.349606327,rice,163.5,2285.9,0
67,43,39,26.04371967,84.96907151,5.9999690260000005,rice,198.1,1442.5,0
67,58,39,25.2827223,80.54372813,5.453592032,rice,156.1,1968.2,0
66,60,38,22.08576562,83.47038318,6.372576327000001,rice,251.6,1221.6,0
82,43,38,23.28617173,81.43321641,5.105588355,rice,226.8,1494.4,0
84,50,44,25.48591986,81.40633547,5.9353444060000005,rice,246.8,1426.7,0
81,53,42,23.67575393,81.03569343,5.17782304,rice,253.6,1702.8,0
91,50,40,20.82477109,84.1341879,6.462391607000001,rice,290.5,1378.8,0
93,53,38,26.92995077,81.91411159,7.069172227,rice,201.2,1347.5,0
90,44,38,23.83509503,83.88387074,7.473134377,rice,288.7,2340.5,0
81,45,35,26.52872817,80.12267476,6.158376967000001,rice,188.7,2058.0,0
78,40,38,26.46428311,83.85642678,7.549873681,rice,272.6,1921.8,0
60,51,36,22.69657794,82.81088865,6.028321557999999,rice,229.4,1514.4,0
88,46,42,22.68319059,83.46358271,6.604993475,rice,164.0,2366.4,0
93,47,37,21.53346343,82.14004101,6.500343222000001,rice,285.1,2023.0,0
60,55,45,21.40865769,83.32931909999998,5.935745417000001,rice,200.9,1654.0,0
78,35,44,26.54348085,84.67353597,7.072655622,rice,258.9,2366.2,0
65,37,40,23.35905428,83.59512273,5.333322606,rice,283.1,2213.8,0
71,54,16,22.61359953,63.69070564,5.7499144210000015,maize,114.2,525.2,0
61,44,17,26.10018422,71.57476937,6.931756557999999,maize,66.2,769.6,0
80,43,16,23.55882094,71.59351368,6.657964753,maize,110.6,502.8,0
73,58,21,19.97215954,57.68272924,6.596060648,maize,60.1,699.1,0
61,38,20,18.47891261,62.69503871,5.970458434,maize,50.5,548.2,0
68,41,16,21.77689322,57.80840636,6.158830619,maize,104.9,707.6,0
93,41,17,25.6217169,66.50415474,6.047906679,maize,115.2,567.3,0
89,60,19,25.19192419,66.69029010000001,5.913664501,maize,121.2,571.2,0
76,44,17,20.41683147,62.55424820000001,5.855442401,maize,82.5,723.9,0
67,60,25,24.92162194,66.78627406,5.750254943,maize,115.0,754.8,0
70,44,19,23.31689124,73.4541537,5.852607099,maize,115.8,670.5,0
90,49,21,24.84016732,68.3584573,6.4725232870000005,maize,59.4,610.3,0
62,52,16,22.27526694,58.84015925,6.9670577620000005,maize,76.5,573.2,0
92,44,16,18.87751445,65.76816093,6.082973754,maize,147.3,617.9,0
66,54,21,25.19008683,60.200168700000006,5.919045532,maize,139.2,689.3,0
63,58,22,18.25405352,55.28220433,6.204747652999999,maize,129.5,650.8,0
70,47,17,24.612911800000006,70.4162444,6.600827017,maize,107.7,647.8,0
61,41,17,25.1420613,65.26185135,6.021902237000001,maize,69.5,716.7,0
66,53,19,23.09348056,60.11593810000001,6.033550195,maize,78.1,507.3,0
74,55,19,18.05033737,62.89366992,6.28886807,maize,114.5,553.1,0
77,57,21,24.9321581,73.80435276,6.550563822999999,maize,144.0,786.2,0
99,50,15,18.14710054,71.09445342,5.573286437,maize,141.5,611.0,0
74,56,22,18.28362235,66.65952796,6.829199275,maize,51.5,778.5,0
83,45,21,18.83344471,58.75082029,5.716222912,maize,92.8,790.0,0
100,48,16,25.71895816,67.22190688,5.54990242,maize,146.4,755.9,0
79,51,16,25.33797709,68.49835977,6.586244581,maize,79.4,615.5,0
94,39,18,23.89114571,57.48775781,5.893093135,maize,135.1,595.1,0
75,49,15,21.53574127,71.50905983,5.918263801,maize,66.9,667.0,0
78,48,22,23.08974909,63.10459626,5.588650585,maize,143.6,708.8,0
87,54,20,25.61707368,63.4711755,6.576418207000001,maize,107.0,529.2,0
87,35,25,21.44526922,63.1621551,6.178056304,maize,111.5,797.0,0
63,43,19,18.51816776,55.53128131,6.641906353,maize,64.0,655.5,0
84,57,25,22.53510514,67.99257471,6.489040367,maize,137.7,722.2,0
64,35,23,23.02038334,61.89472002,5.680361037999999,maize,119.7,710.7,0
60,46,22,24.89364635,65.61418761,6.625404347999999,maize,85.9,588.1,0
98,44,21,25.77175115,74.089114,6.524478032,maize,130.9,743.0,0
75,56,18,19.39851734,62.35750641,5.696205468,maize,136.7,774.0,0
86,55,21,21.54156232,59.64024162,6.803931519,maize,101.1,650.5,0
98,35,18,23.79746068,74.82913698,6.252797547999999,maize,129.8,695.0,0
76,57,18,18.9802729,74.52600826,6.092725883,maize,120.2,738.7,0
99,56,17,24.10859207,73.13112261,6.234330356,maize,139.0,601.4,0
60,44,23,24.7947077,70.04556743,5.722579819,maize,87.6,528.2,0
74,48,17,21.63162756,60.27766379,6.430616465,maize,107.8,510.8,0
89,60,17,25.37548751,57.21025565,5.983952675,maize,96.6,662.8,0
69,51,23,22.21738222,72.85462807,6.80163854,maize,78.7,677.2,0
96,46,22,20.58314011,69.00128641,6.499936446,maize,53.1,511.2,0
61,60,15,24.87502824,68.74248334,6.265564338,maize,132.3,608.1,0
74,58,18,20.03728219,56.35606753,6.727303282,maize,62.7,656.7,0
74,43,23,25.95263264,61.89082199,6.325235159,maize,127.0,564.7,0
63,43,17,19.28889933,65.47050802,6.807487794,maize,112.3,525.6,0
99,36,20,20.57981887,65.34583901,6.671085817000001,maize,55.2,659.4,0
77,36,23,24.71417533,56.73426469,6.648725327,maize,104.1,691.2,0
87,60,23,20.27317074,63.91281869,6.439071996,maize,122.6,792.8,0
60,38,17,18.41932981,64.23580251,6.474476516,maize,101.6,596.9,0
94,54,17,23.39128187,61.74427165,5.871647806,maize,129.5,581.2,0
95,38,22,19.84939404,61.24500053,5.730617109,maize,93.9,523.5,0
84,44,21,21.869274,61.91044947,5.850439831,maize,52.5,788.8,0
77,58,19,22.8056033,56.50768935,5.791649933,maize,133.6,708.8,0
66,44,20,19.0781471,69.02298571,6.740000687999999,maize,90.9,552.0,0
63,35,16,22.02720976,65.35549924,6.272417541,maize,65.6,575.1,0
79,45,20,23.80546189,59.24537979,5.715208817000001,maize,104.9,714.4,0
72,60,25,18.52510753,69.0276233,5.773454729,maize,116.0,584.0,0
67,51,24,23.50297882,61.32026065,5.584171461,maize,145.5,721.4,0
86,36,24,26.54986394,72.89187265,5.787268394,maize,105.4,683.5,0
76,48,18,19.29563411,69.63481219,5.77597783,maize,92.0,574.3,0
75,53,18,20.68899915,59.4375337,6.864793607,maize,85.6,727.4,0
81,45,23,19.32666088,68.03449300000001,6.192360002999999,maize,51.4,534.8,0
73,45,21,24.60532218,73.58868502,6.636803222999999,maize,54.6,512.2,0
71,35,24,22.27373646,59.52193158,5.826426917,maize,135.5,711.1,0
96,54,22,25.70196694,61.33450447,6.960358276,maize,97.4,529.4,0
99,39,18,19.20129357,68.30578978,6.11275104,maize,99.2,642.0,0
62,48,20,21.70181447,60.47470519,6.708446922,maize,67.3,630.2,0
86,37,16,20.51716779,59.21235483,5.561510732,maize,89.9,684.8,0
94,50,19,23.30355338,73.62548442,5.873242491,maize,113.5,513.6,0
76,39,24,24.2547451,55.64709899,6.995843776,maize,87.5,687.8,0
77,52,17,24.86374934,65.7420046,5.714799723,maize,100.3,756.9,0
74,39,23,22.6265115,65.77472881,6.78073637,maize,115.9,548.9,0
81,49,20,18.04185513,60.61494304,5.513697923,maize,57.1,692.7,0
63,42,21,23.26237612,72.33125523,5.798423907999999,maize,52.7,675.7,0
99,38,21,22.88330922,71.59722446,6.352471866,maize,144.0,672.6,0
90,52,25,25.97482359,69.36385721,6.822586546,maize,88.8,693.0,0
68,40,19,26.14384005,66.20569924,6.655426355,maize,95.8,663.7,0
60,57,24,18.66116213,61.55327249,6.1212940410000005,maize,144.1,615.8,0
71,52,18,25.10787449,55.97732754,5.790770202999999,maize,146.1,771.6,0
61,59,17,23.33844615,59.24580604,6.47444292,maize,69.6,520.8,0
88,38,15,25.08239719,65.92195844,6.455116637000001,maize,60.1,505.5,0
65,60,22,25.36768364,72.52054555,6.6069840860000015,maize,59.4,704.9,0
78,37,22,25.34217103,63.31801994,6.330554389,maize,57.1,595.7,0
78,58,15,25.00933355,67.816568,6.5286312660000005,maize,134.5,507.0,0
92,60,23,18.66746724,71.516474,5.721667141,maize,131.4,584.6,0
79,59,17,20.37999665,63.73849998,6.644205485,maize,61.8,709.0,0
91,55,15,18.09300227,72.61024172,6.376651091,maize,112.9,763.2,0
76,51,18,26.16985907,71.96246617,6.247040422,maize,123.5,741.0,0
87,48,25,18.65396672,61.37879671,6.656730007999999,maize,78.2,553.2,0
71,60,22,26.07470121,59.37147589,6.2048017,maize,125.1,742.1,0
90,57,24,18.92851916,72.80086137,6.158860284,maize,149.1,623.8,0
67,35,22,23.30546753,63.24648023,6.385684213999999,maize,87.2,732.9,0
60,54,19,18.74826712,62.49878458,6.417820493,maize,84.1,779.2,0
83,58,23,19.74213321,59.66263104,6.381201909,maize,135.8,628.7,0
83,57,19,25.73044432,70.74739256,6.877869005,maize,125.1,726.4,0
40,72,77,17.02498456,16.98861173,7.485996067,chickpea,23.1,480.5,0
23,72,84,19.02061277,17.13159126,6.920251378,chickpea,35.2,465.3,0
39,58,85,17.88776475,15.40589717,5.9969320370000005,chickpea,29.6,479.1,0
22,72,85,18.86805647,15.65809214,6.391173589,chickpea,31.7,302.2,0
36,67,77,18.36952567,19.56381041,7.152811172000001,chickpea,47.2,318.3,0
32,73,81,20.45078582,15.40312102,5.988992796000002,chickpea,29.6,490.0,0
58,70,84,20.6543203,16.60820843,6.231049027999999,chickpea,48.5,414.7,0
59,70,84,17.3348681,18.74926979,7.550808267000001,chickpea,39.0,389.7,0
42,62,75,18.17912258,18.90426935,7.010570541,chickpea,28.8,365.7,0
28,74,81,18.01272266,18.30968112,8.753795334,chickpea,40.2,450.5,0
58,66,79,20.99373558,19.33470387,8.718192847000001,chickpea,43.7,457.9,0
43,66,79,19.46233971,15.22538951,7.976607593,chickpea,22.7,398.9,0
58,63,81,19.81344531,14.69765308,6.515499548999999,chickpea,21.7,409.9,0
23,62,85,18.97424756,19.5161216,8.490127142,chickpea,33.2,477.5,0
27,62,77,18.19737048,14.71070537,6.576415562,chickpea,30.5,323.4,0
28,72,84,18.72963144,19.18197264,6.481783042999999,chickpea,24.3,452.3,0
50,56,76,20.99502153,19.8601304,7.966605025,chickpea,38.5,320.2,0
39,71,84,20.28155898,16.39535215,8.140825437,chickpea,22.5,440.2,0
25,78,76,17.48042641,15.7559405,7.228963452,chickpea,22.2,464.4,0
31,70,77,20.88818675,14.32313811,6.492546046,chickpea,41.2,316.3,0
26,80,83,17.08498521,16.14565756,7.528599957000001,chickpea,22.5,497.3,0
25,68,77,20.09340593,15.11279612,7.701446446,chickpea,31.2,374.1,0
31,78,76,17.57212145,14.99927489,8.519975748,chickpea,44.4,489.4,0
60,68,83,19.12065218,18.43475844,6.620900869,chickpea,49.6,450.7,0
59,62,83,18.57665902,19.22008229,8.104396057999999,chickpea,31.3,316.7,0
22,67,78,17.16606398,14.42457525,6.204090835,chickpea,43.3,411.7,0
36,65,80,18.2872007,16.67921616,6.051091339,chickpea,32.7,481.3,0
59,60,84,19.03025305,18.66725565,7.690962337999999,chickpea,23.3,398.5,0
54,77,85,17.141861399999996,17.0662427,7.8292111439999985,chickpea,20.3,393.7,0
43,68,81,17.47809436,17.93253975,6.761599706,chickpea,21.7,323.8,0
28,76,82,20.56601874,14.25803981,6.654425315,chickpea,23.5,429.8,0
42,79,85,17.22385224,15.82069268,6.129533877,chickpea,42.4,416.7,0
32,60,83,19.69141713,19.44225438,8.829273328,chickpea,48.9,375.0,0
22,78,76,17.84851658,19.09172907,8.621662982,chickpea,28.6,473.7,0
31,79,75,18.8202251,16.1074793,8.204862075,chickpea,26.7,492.6,0
28,58,81,17.47500984,16.54314829,6.18042747,chickpea,20.4,494.0,0
57,58,77,18.72649425,17.58406365,7.978996755,chickpea,21.3,478.2,0
49,55,78,18.65580107,16.17772668,7.863113671,chickpea,35.8,498.6,0
46,76,77,18.2356751,19.68538502,6.967843048,chickpea,22.2,410.8,0
54,61,77,18.81198127,15.21618225,6.206582192999999,chickpea,49.1,404.6,0
38,60,76,18.65054116,17.80852431,8.868741443,chickpea,38.9,439.1,0
59,55,79,20.36720401,16.89574311,8.766128654,chickpea,33.6,425.5,0
36,76,75,18.38120357,16.63805158,8.736337905,chickpea,37.5,480.2,0
57,68,81,17.17012591,17.30457712,8.081095263,chickpea,21.4,356.2,0
35,66,81,19.37101121,15.77458129,6.138243973,chickpea,48.5,478.1,0
35,64,78,17.92845928,14.27327988,7.496645259,chickpea,33.7,424.0,0
52,60,79,19.45339934,18.23490739,8.380185271,chickpea,28.3,337.6,0
27,76,83,19.12829388,14.92241479,6.289614016,chickpea,33.9,370.7,0
57,60,84,19.1034283,17.26184541,6.586777189,chickpea,37.5,315.5,0
52,68,78,17.48504075,16.96070581,6.89655198,chickpea,49.2,497.2,0
43,79,79,19.40751744,18.98030507,7.8067476560000015,chickpea,40.9,407.2,0
44,74,85,20.18649426,19.63719995,7.150681303,chickpea,29.3,462.8,0
24,55,78,17.30287885,15.15405941,6.64919573,chickpea,40.5,332.5,0
29,77,75,17.50361137,15.48083156,7.778591617999999,chickpea,47.3,464.5,0
20,60,78,18.17234999,14.70085967,6.358740355,chickpea,48.5,445.1,0
56,67,78,17.57445618,16.71826572,8.255450758,chickpea,38.4,383.6,0
37,66,85,20.93175255,18.91295403,6.456148474,chickpea,48.0,473.2,0
49,71,76,19.71098332,17.63879418,6.613072145,chickpea,21.4,305.3,0
59,69,80,19.07937684,17.86754927,8.165359297,chickpea,31.3,462.1,0
20,79,77,18.54988627,16.02542689,7.64867466,chickpea,49.6,330.1,0
24,56,85,18.19903647,17.41333199,6.545888558,chickpea,37.8,376.2,0
51,72,75,18.88852533,14.99451145,7.1042247970000005,chickpea,49.1,468.4,0
57,73,85,18.49311205,14.72115044,7.358099622,chickpea,45.1,393.7,0
22,64,82,19.48974337,17.17260319,6.4740245000000005,chickpea,32.4,354.7,0
52,73,79,17.25769499,18.74943955,7.840339388999999,chickpea,21.7,472.9,0
29,75,75,19.62416326,18.71483156,7.064790365,chickpea,44.4,499.9,0
44,59,78,20.67526473,19.85388984,7.599033472,chickpea,49.9,411.1,0
41,69,82,20.02381489,16.63294455,6.715587232000001,chickpea,43.1,489.0,0
52,56,85,20.118744600000007,14.44228303,6.81712422,chickpea,45.5,349.5,0
34,76,80,20.65691793,15.84572566,7.985417393,chickpea,33.5,325.8,0
42,74,83,19.2582557,14.2804191,7.545258424,chickpea,48.6,421.2,0
34,71,79,17.927806,15.85622899,7.728998197,chickpea,26.9,434.3,0
27,73,79,19.16288268,15.83500655,7.354973451,chickpea,38.5,371.6,0
30,70,79,20.26942271,19.96978871,7.313122235,chickpea,23.4,434.3,0
57,57,75,17.09104223,18.25142068,7.785039076,chickpea,35.6,454.5,0
27,79,82,17.06579293,17.54024066,6.307004922999999,chickpea,35.6,470.4,0
32,71,85,20.62767492,14.44008871,6.4039823160000005,chickpea,36.6,412.2,0
31,76,82,20.8248451,17.85057083,7.599279991,chickpea,46.3,380.7,0
33,75,84,19.46210401,18.72831993,7.217018459,chickpea,24.0,305.8,0
47,80,77,17.18248372,16.42891834,7.561108006,chickpea,42.7,424.1,0
54,62,80,17.48911699,16.39055394,7.489545074,chickpea,41.1,342.6,0
47,79,78,17.48395377,14.76014523,6.609696734,chickpea,24.1,302.9,0
35,57,83,19.48316794,17.44534641,7.476800943,chickpea,30.5,418.0,0
53,73,77,19.71359733,18.09665739,7.325451279,chickpea,31.8,387.5,0
45,61,78,19.48649305,16.06240074,6.489389282,chickpea,47.1,369.7,0
37,78,79,19.95264829,14.82633099,7.786366322,chickpea,35.4,456.7,0
30,75,81,19.41789736,16.80472243,6.4084378860000015,chickpea,31.9,424.4,0
37,55,82,19.45591848,18.02235902,8.423873703,chickpea,45.9,489.9,0
53,65,76,20.19137759,16.41998269,8.719960893,chickpea,24.4,485.3,0
22,60,85,18.8392908,14.74071856,7.811997977000001,chickpea,34.8,351.6,0
60,61,78,20.71219282,19.83643308,6.317153205,chickpea,33.8,496.0,0
42,67,77,18.99424448,15.9362937,7.114405288,chickpea,34.8,365.8,0
39,76,76,19.96837462,15.57324389,8.135900726000001,chickpea,39.0,348.0,0
35,63,76,17.81564548,17.60756635,7.714153037999999,chickpea,22.3,325.8,0
30,65,82,20.71424384,15.27824066,7.103798069,chickpea,23.8,330.4,0
57,56,78,17.34150229,18.75626255,8.861479668,chickpea,24.2,428.2,0
48,65,78,17.43732714,14.33847406,7.861128148,chickpea,25.5,369.1,0
36,56,83,18.89780215,19.76182946,7.4526709,chickpea,46.9,394.8,0
40,58,75,18.59190771,14.77959596,7.168096055,chickpea,40.0,334.5,0
49,69,82,18.31561493,15.36143547,7.26311855,chickpea,25.8,308.2,0
13,60,25,17.13692774,20.59541693,5.68597166,kidneybeans,46.8,455.7,0
25,70,16,19.63474332,18.90705639,5.759237003,kidneybeans,47.1,417.7,0
31,55,22,22.91350245,21.33953114,5.873171894,kidneybeans,44.8,492.2,0
40,64,16,16.43340342,24.24045875,5.926676985,kidneybeans,48.3,472.9,0
2,61,20,22.13974653,23.02251117,5.95561668,kidneybeans,60.1,538.1,0
26,65,22,17.84806561,18.77621951,5.9499490810000015,kidneybeans,41.6,559.9,0
17,57,21,19.88394011,20.31564139,5.789214288999999,kidneybeans,65.1,416.4,0
26,80,18,19.32509638,23.3334788,5.581021521,kidneybeans,74.9,584.2,0
17,59,17,18.416700100000003,23.42829938,5.689858133,kidneybeans,42.4,455.4,0
27,59,22,21.81167649,23.20591245,5.794158503999999,kidneybeans,72.2,549.7,0
28,58,24,19.72702528,18.28173015,5.748190462999999,kidneybeans,47.4,441.9,0
25,57,19,17.15432954,19.87070659,5.566522896,kidneybeans,54.8,496.9,0
28,80,17,19.62207826,18.67170854,5.809419584,kidneybeans,64.7,473.8,0
25,60,22,21.63149148,21.17919701,5.887263027,kidneybeans,58.5,549.5,0
12,78,23,16.06522754,18.72479695,5.99812453,kidneybeans,41.5,450.5,0
6,77,25,20.61162204,24.36314135,5.792744849,kidneybeans,68.5,579.0,0
22,79,17,21.42451099,20.39659714,5.912289889,kidneybeans,60.5,506.4,0
27,80,15,19.07096165,21.21092266,5.7883869510000014,kidneybeans,44.3,489.5,0
10,55,23,21.18853178,19.63438599,5.728233081,kidneybeans,61.3,448.5,0
23,65,20,23.0429097,22.42610972,5.833940084,kidneybeans,50.8,475.5,0
19,78,16,20.65375833,23.10538637,5.967533236,kidneybeans,40.8,464.4,0
19,65,25,18.09551014,18.29318436,5.6250964460000015,kidneybeans,48.5,465.5,0
22,70,19,18.23775702,21.07643273,5.515615023,kidneybeans,44.8,578.1,0
37,64,22,17.48189735,18.8251973,5.954665349,kidneybeans,63.7,535.8,0
11,71,17,19.9191786,21.47324158,5.74644777,kidneybeans,71.6,499.7,0
18,79,20,20.27514686,23.2353604,5.877347515,kidneybeans,43.5,507.4,0
21,63,17,15.77370214,19.2303162,5.979973965,kidneybeans,63.5,549.1,0
24,80,22,16.71170642,19.17651433,5.635993966,kidneybeans,57.3,425.5,0
34,60,22,17.66148158,18.15302753,5.635231778,kidneybeans,51.4,472.6,0
16,75,21,18.50692825,23.61670065,5.679224346,kidneybeans,65.8,514.2,0
17,77,23,24.51324787,20.81527638,5.670062975,kidneybeans,54.2,597.3,0
37,72,18,18.87614998,24.54038287,5.724242065,kidneybeans,64.2,447.4,0
40,73,20,21.59343016,20.31871249,5.811314232000001,kidneybeans,44.1,430.6,0
9,77,17,20.12373284,24.45202552,5.783425416,kidneybeans,49.8,432.1,0
1,62,23,15.43546065,18.37477907,5.607808432000001,kidneybeans,47.5,457.0,0
33,59,22,22.64236876,21.59396123,5.946999529,kidneybeans,46.9,579.4,0
23,59,19,21.98560799,24.87304788,5.852046999,kidneybeans,43.2,504.9,0
6,62,22,20.53052663,18.09224048,5.824090984,kidneybeans,56.4,596.5,0
25,63,20,15.78601387,21.14544088,5.502999119,kidneybeans,44.5,479.6,0
7,79,23,19.6365349,19.68751084,5.821649914,kidneybeans,78.8,573.1,0
8,72,17,20.57341244,19.7520218,5.711439256,kidneybeans,72.7,451.6,0
27,64,15,20.16080524,24.84207559,5.514927264,kidneybeans,46.8,533.7,0
28,66,23,21.53989176,24.25386207,5.99616119,kidneybeans,77.2,511.4,0
32,57,18,15.53834801,23.75560241,5.695422862999999,kidneybeans,62.9,456.0,0
27,56,22,19.91853092,20.70099804,5.833010957999999,kidneybeans,70.8,437.4,0
17,77,24,20.76952209,18.93146941,5.568456899,kidneybeans,52.9,485.1,0
0,65,15,23.46168338,23.22197648,5.645435626,kidneybeans,60.3,448.5,0
13,72,21,24.32116642,21.0278674,5.821194486,kidneybeans,44.6,522.1,0
34,60,23,20.12574053,24.96969858,5.659254981,kidneybeans,51.5,516.2,0
9,80,19,21.80619564,18.57086554,5.945465949,kidneybeans,46.2,496.2,0
11,72,20,19.52226241,24.92607153,5.9511774520000005,kidneybeans,61.3,410.4,0
3,67,24,17.00067625,19.90790546,5.520880013999999,kidneybeans,53.5,426.9,0
35,69,23,16.78791503,24.96881755,5.578410206,kidneybeans,42.5,598.0,0
3,77,25,24.84906168,22.89464642,5.608165195,kidneybeans,52.9,562.0,0
